iddetalle_venta,idventa,idarticulo,cantidad,precio,descuento
18213,92,78,6,442.11,97.07
18214,895,258,9,721.14,81.53
18215,481,17,4,114.82,20.84
18216,375,228,9,651.24,38.78
18217,928,186,9,729.32,143.8
18218,360,221,5,744.61,98.26
18219,18,280,5,602.27,79
18220,9,138,1,314.25,17.32
18221,68,49,10,129.12,16.05
18222,101,278,9,380.48,19.88
18223,911,27,4,360.46,19.26
18224,145,130,5,322.22,35.49
18225,177,286,10,169.47,13.97
18226,44,98,6,635.11,136.6
18227,255,140,1,403.71,81.61
18228,401,154,8,560.85,118.1
18229,766,179,3,123.82,29.29
18230,853,5,10,643.34,155.98
18231,211,106,2,396.54,67.06
18232,448,163,3,171.27,31.74
18233,977,35,1,709.54,156.19
18234,437,275,8,568.89,29.4
18235,210,227,9,486.63,81.67
18236,741,169,7,548.55,74.76
18237,324,3,2,262.8,64.84
18238,956,125,8,396.04,67.88
18239,729,108,3,623.49,147.99
18240,183,168,6,357.54,48.92
18241,216,221,9,727.74,160.38
18242,640,153,4,392.83,67.13
18243,224,252,2,398.43,71.18
18244,483,151,5,253.62,45.01
18245,142,270,1,325.22,53.59
18246,490,40,9,194.88,45.19
18247,393,283,9,587.05,112.51
18248,180,203,8,204.92,46.43
18249,127,35,7,96.2,10.22
18250,772,111,4,685.1,70.63
18251,316,154,6,238.98,27.48
18252,330,50,6,356.74,44.24
18253,598,121,4,38.29,9.13
18254,853,153,6,656.58,134.36
18255,647,38,7,494.23,121.53
18256,301,249,1,454.15,89.59
18257,354,293,3,619.61,113.32
18258,989,245,10,325.71,29.16
18259,723,213,2,676.18,88.99
18260,655,151,4,573.44,33.46
18261,194,34,6,291.41,68.61
18262,605,121,5,155.84,12.15
18263,899,128,7,697.17,137.15
18264,460,90,4,74.46,10.32
18265,972,95,10,601.14,127.59
18266,469,101,1,64.21,5.53
18267,958,243,9,614.24,67.02
18268,200,238,2,422.45,36.43
18269,979,24,9,731.12,127.76
18270,308,251,4,232.95,28.38
18271,700,271,4,323.31,55.92
18272,944,259,8,37.33,2.97
18273,956,289,3,462.04,103.91
18274,115,184,8,610.88,97.16
18275,964,74,6,60.69,5.22
18276,767,21,8,374.65,28.37
18277,624,291,2,257.68,55.66
18278,743,63,9,76.23,8.75
18279,407,166,1,619.69,68.84
18280,597,205,6,499.67,36.39
18281,776,41,3,477.82,70.79
18282,933,157,8,388.22,31.78
18283,427,204,9,241.08,46.86
18284,142,40,7,193.79,23.98
18285,461,197,1,164.58,24.4
18286,26,45,6,430.06,58.83
18287,742,236,8,17.28,1.14
18288,312,109,7,457.85,57.52
18289,252,124,6,96.13,10.75
18290,56,253,3,536.67,126.33
18291,13,220,9,636.73,120.7
18292,80,118,5,607.24,45.38
18293,655,64,4,631.78,136.32
18294,141,249,1,35.11,6.06
18295,570,79,3,677.39,72.89
18296,302,291,2,638.23,54.05
18297,783,219,7,160.54,38.32
18298,727,225,2,415.92,84.55
18299,963,51,9,513.37,68.97
18300,744,207,8,523.79,65.63
18301,110,227,1,601.94,146.73
18302,283,76,5,289.67,55.29
18303,925,2,2,288.15,39.72
18304,533,30,3,709.19,129.44
18305,287,75,9,396.69,92.23
18306,316,172,5,707.41,81.68
18307,92,201,9,55.57,3.32
18308,715,25,2,630.51,79.68
18309,224,181,9,169.09,16.64
18310,644,16,9,518.93,67.65
18311,62,228,7,35.27,8.11
18312,923,186,2,145.71,22.74
18313,193,191,3,671.19,58.94
18314,926,164,7,418.73,42.76
18315,379,139,8,49.99,8.43
18316,733,55,6,540.19,75.85
18317,943,281,4,401.9,34.44
18318,276,77,5,691.56,156.61
18319,595,141,7,709.45,90.58
18320,294,180,3,607.8,76.16
18321,159,3,9,157.13,27.82
18322,273,277,10,205.15,35.27
18323,132,102,3,472.43,63.64
18324,992,52,10,277.8,58.71
18325,491,226,7,257.5,36.28
18326,231,263,2,52.81,3.36
18327,773,162,8,489.73,114.45
18328,435,196,2,11.38,1.3
18329,765,292,2,586.23,70.8
18330,934,228,10,656.24,151.4
18331,670,186,10,1.16,0.2
18332,462,292,4,12.31,2.74
18333,50,66,8,716.69,85.67
18334,159,129,1,718.18,152.91
18335,335,278,2,749.02,68.99
18336,286,249,9,630.69,33.39
18337,365,247,7,639.35,108.17
18338,446,83,9,515.92,111.45
18339,809,226,8,507.2,27.04
18340,378,260,10,482.52,93.3
18341,138,20,4,153.59,13.06
18342,405,221,9,292.46,17.71
18343,508,70,5,380.3,94.05
18344,210,154,9,78.81,9.98
18345,985,174,10,374.53,41.94
18346,442,117,9,71.65,14.11
18347,353,194,9,708.88,153.44
18348,751,86,4,316,32.25
18349,544,38,8,235.26,53.25
18350,93,283,8,676.1,148.43
18351,34,5,2,44.48,10.72
18352,669,269,5,316.22,30.49
18353,818,140,7,707.13,141.57
18354,218,278,1,482.17,96.33
18355,87,76,4,158.78,27.47
18356,630,77,4,275.14,17.81
18357,253,231,4,481.61,66.5
18358,859,28,4,241.79,15.43
18359,501,280,9,161.18,17.28
18360,210,214,2,431.24,67.36
18361,823,31,8,595.71,139.12
18362,660,150,2,724.49,133.11
18363,15,103,2,378.94,87.51
18364,525,51,4,325.21,72.5
18365,332,257,10,425.48,106.11
18366,344,182,7,48.43,8.06
18367,37,158,8,594.19,127.26
18368,76,51,5,335.5,83.42
18369,53,115,3,650.79,130.6
18370,278,261,2,560.57,134.2
18371,828,297,4,692.43,84.61
18372,291,50,9,166.95,11.75
18373,77,203,4,228.32,24.62
18374,695,224,7,667.04,70.38
18375,776,199,8,698.26,85.69
18376,55,280,4,235.21,21.56
18377,444,268,3,653.45,102.67
18378,650,185,8,26.68,5.37
18379,106,93,1,218.07,51.92
18380,492,140,7,344.98,41.47
18381,914,43,10,100.2,24.75
18382,452,118,1,436.94,24.49
18383,701,271,3,272.92,68.18
18384,294,35,7,77.85,14.28
18385,488,63,10,98.16,23.79
18386,66,151,6,593.04,136.64
18387,243,58,8,549.82,125.31
18388,513,150,5,107.25,12.57
18389,794,217,3,77.16,7.84
18390,123,95,8,482.47,28.25
18391,340,298,10,309.24,39.65
18392,565,277,6,88.77,6.58
18393,256,102,3,590.96,56.43
18394,22,59,3,200.02,36.57
18395,333,53,2,588.08,112.7
18396,663,169,6,687.25,71.88
18397,316,185,5,628.46,57.5
18398,427,130,7,495.99,39.97
18399,121,191,4,47.13,10.75
18400,749,91,10,675.03,37.96
18401,309,170,10,446.96,65.53
18402,188,172,5,136.5,25.2
18403,762,207,7,100.42,22.28
18404,524,166,6,215.46,29.78
18405,899,219,4,85.16,15.38
18406,5,52,10,468.26,51.9
18407,960,190,9,602.92,143.57
18408,398,64,3,221.66,54.72
18409,674,141,4,703.88,93.31
18410,145,66,8,426.4,84.99
18411,574,150,1,544.92,86.1
18412,407,261,2,616.01,53.14
18413,572,69,2,564.59,114.91
18414,649,158,2,720.33,114.14
18415,169,181,4,492.52,110.32
18416,302,180,4,454.27,29.83
18417,748,224,9,447.66,111.76
18418,697,225,6,87.7,17.67
18419,634,45,3,570.38,89.64
18420,402,267,2,415.51,52.17
18421,883,179,1,178.45,41.98
18422,975,294,5,343.21,33.69
18423,101,254,8,305.47,38.78
18424,363,137,9,284.82,42.89
18425,352,257,2,483.15,82.33
18426,109,27,9,250.38,37.95
18427,914,149,10,81.12,10.28
18428,443,114,1,429.4,99.96
18429,303,45,8,591.85,91.56
18430,528,290,10,69.53,12.01
18431,594,134,8,312.38,23.39
18432,807,106,9,633.52,117.41
18433,172,65,10,92.12,18.36
18434,303,287,1,279.35,25.73
18435,756,45,2,583.5,57.59
18436,599,38,2,24.83,1.5
18437,128,102,3,256.55,28.42
18438,34,136,2,204.51,46.54
18439,511,272,5,730.06,67.25
18440,573,221,9,472.53,98.03
18441,827,39,4,246.7,52.53
18442,893,151,8,476.43,31.31
18443,130,256,2,728.11,46.96
18444,928,295,3,232.46,51.83
18445,947,261,7,104.06,12.98
18446,965,5,9,740.01,138.18
18447,955,292,10,50.66,2.57
18448,518,52,7,320.02,22.43
18449,192,256,10,115.65,6.69
18450,594,250,4,40.07,5.45
18451,452,18,2,158.68,16.11
18452,553,16,3,645.94,108.03
18453,61,22,7,329.7,63.98
18454,88,2,4,185.19,30.99
18455,420,30,2,725.87,94.6
18456,55,57,1,717.45,147.58
18457,14,125,1,657.02,107.7
18458,893,272,7,85.42,6.69
18459,67,168,4,144.61,30.1
18460,485,260,6,673.99,102.08
18461,353,27,9,104.65,19.31
18462,718,94,3,158.37,12.65
18463,713,32,9,626.59,106
18464,157,191,9,722.31,96.52
18465,731,96,3,88.79,11.68
18466,88,265,5,66.57,12.24
18467,611,118,7,443.49,80.17
18468,596,248,9,11.35,0.63
18469,792,231,3,615.1,112.26
18470,104,156,2,143.32,32.46
18471,944,140,10,472.36,31.11
18472,690,244,10,633.28,139.06
18473,729,190,1,334.39,55.58
18474,48,273,3,466.71,85.44
18475,853,130,3,224.54,38
18476,742,200,3,715.29,63.46
18477,451,152,10,525.87,114.65
18478,423,5,6,95.61,15.06
18479,665,284,3,106.15,8.76
18480,818,69,8,234.92,40.18
18481,142,83,6,638.63,157.3
18482,155,241,8,154.83,8.26
18483,260,107,6,515.27,66.31
18484,17,113,9,348.99,64.92
18485,252,188,6,549.39,41.98
18486,518,103,2,414.97,62.8
18487,262,291,10,663.37,87.12
18488,192,200,8,308.41,68.79
18489,306,194,3,487.42,74.76
18490,744,4,8,219.9,31.09
18491,473,78,2,628.19,48.49
18492,383,206,6,209.19,39.16
18493,495,194,8,29.64,2.98
18494,387,192,7,718.29,141.01
18495,348,100,6,357.21,82.59
18496,36,294,2,355.55,42.48
18497,85,265,5,511.67,59.24
18498,10,26,7,118.71,8.42
18499,159,109,6,292.48,21.16
18500,564,96,2,410.21,52.94
18501,103,167,4,169.11,34.13
18502,366,50,8,251.75,54.31
18503,589,92,3,614.35,65.75
18504,156,249,1,619.36,49.63
18505,375,209,9,323.2,52.22
18506,852,82,5,438.35,52.21
18507,450,96,5,557.2,71.68
18508,251,275,9,501.1,50.93
18509,357,153,1,10.86,2.48
18510,636,193,8,421.29,56.59
18511,716,90,2,372.24,49.65
18512,631,147,5,597.63,82.08
18513,623,291,2,641.09,141.6
18514,836,127,1,262.63,34.78
18515,981,218,7,203.41,30.36
18516,247,162,6,417.68,32.49
18517,660,289,2,371.34,19.91
18518,625,131,2,261,61.04
18519,455,159,8,193.8,17.45
18520,156,143,2,145.14,35.31
18521,278,103,10,518.96,121.4
18522,481,294,4,67.49,5.69
18523,884,4,9,699.32,151.18
18524,42,159,5,153.92,26.44
18525,831,255,7,647.82,131.9
18526,559,65,9,241.51,36.53
18527,158,76,5,258.81,58.89
18528,550,248,9,424.44,96.47
18529,408,17,7,749.37,175.67
18530,22,219,7,714.02,85.58
18531,85,14,8,146.89,7.93
18532,629,199,4,319.59,20.44
18533,819,279,4,197.77,16.2
18534,95,232,7,326.93,44.35
18535,310,275,3,661.15,153.52
18536,190,286,6,510.83,26.02
18537,268,34,4,90.55,20.55
18538,339,75,5,218.51,39.49
18539,976,162,5,713.89,102.48
18540,871,100,3,633.25,129.74
18541,895,249,9,282.55,41.96
18542,21,185,3,345.08,40.35
18543,960,57,9,425.02,51.79
18544,568,5,8,115.59,25.6
18545,28,208,7,341.42,44.87
18546,9,174,1,440.19,94.68
18547,284,231,7,346.37,27.96
18548,211,22,7,137.28,11.53
18549,737,97,5,138.14,32.97
18550,679,203,5,717.28,40.8
18551,490,117,6,558.71,137.64
18552,97,199,1,194.91,33.85
18553,166,284,10,688.89,99.41
18554,571,113,5,198.6,36.05
18555,528,266,8,116.97,11.92
18556,696,79,10,185.05,40.56
18557,169,2,7,175.65,22.74
18558,271,91,6,709.54,66.84
18559,581,288,3,50.73,3.33
18560,387,104,2,513.63,82.05
18561,306,136,10,668.19,39.37
18562,645,192,1,479.67,108.25
18563,48,263,7,117.59,12.9
18564,508,214,2,438.37,85.73
18565,974,143,2,70.69,3.92
18566,588,113,9,236.95,42.99
18567,877,84,6,70.89,7.12
18568,655,36,6,398.7,31.54
18569,11,223,4,205.04,17.3
18570,751,211,8,336.61,82.05
18571,292,161,2,411.48,64.56
18572,888,132,5,383.17,95.51
18573,668,57,6,428.53,33.31
18574,211,256,8,430.32,28.88
18575,36,280,1,53.92,8.27
18576,247,284,5,626.57,97.88
18577,658,298,2,99.66,24.46
18578,15,57,7,370.54,32.43
18579,362,218,8,587.64,73.07
18580,505,133,6,246.85,48.52
18581,987,79,2,674.97,90.84
18582,78,133,1,220.53,15.25
18583,927,138,7,194.11,26.61
18584,509,51,8,106.23,6.42
18585,833,243,3,463.07,48.51
18586,553,286,4,58.35,10.95
18587,615,134,9,208.47,49.35
18588,52,263,4,539.57,91.56
18589,789,213,1,64.53,10.86
18590,940,90,1,488.01,103.23
18591,167,198,1,239.84,36.97
18592,950,88,10,344.2,51.21
18593,756,221,3,532.73,41.04
18594,168,126,6,64.2,5.33
18595,613,298,10,69.06,12.4
18596,329,184,3,55.85,12.86
18597,259,16,2,133.35,13.38
18598,454,169,6,208.42,34.53
18599,380,62,5,526.39,129.94
18600,520,118,4,579.56,97.77
18601,125,30,10,685.65,76.38
18602,855,162,4,93.45,16.96
18603,2,135,2,192.49,28.3
18604,855,33,3,707.3,38.15
18605,76,130,7,260.22,16.33
18606,792,165,4,361.83,77.5
18607,374,198,9,211.58,42.53
18608,369,143,8,684.44,169.45
18609,815,254,2,34.14,3.04
18610,723,33,5,470.94,33.31
18611,259,171,10,328.8,39.29
18612,910,254,10,69.31,8.88
18613,255,25,10,484.02,113.96
18614,291,20,6,396.27,52.44
18615,477,220,1,319.27,46.01
18616,984,4,9,3.31,0.8
18617,903,234,3,183.7,10.41
18618,38,93,10,612.66,127.14
18619,684,238,10,741.59,114.08
18620,317,44,6,390.44,93.29
18621,131,270,6,451.9,103.84
18622,304,254,1,527.29,58.98
18623,276,115,10,586.08,31.3
18624,920,259,5,374.89,54.61
18625,710,202,1,102.68,24.43
18626,829,258,7,181.16,41.31
18627,495,36,2,519.52,94.74
18628,347,18,1,371.57,40.71
18629,637,113,2,96.89,9.08
18630,193,169,5,144.74,26.52
18631,569,292,6,668.11,126.09
18632,104,218,10,401.84,71.29
18633,211,290,3,607.31,93.56
18634,856,289,8,46.57,2.35
18635,479,84,2,121.19,9.87
18636,54,256,7,611.71,93.04
18637,431,101,10,526.55,129.38
18638,597,32,3,121.78,12.66
18639,649,105,8,209.43,30.84
18640,943,95,7,37.11,4.71
18641,116,119,2,404.42,22.49
18642,893,132,8,93.09,5.78
18643,295,44,1,627.32,81.21
18644,379,265,10,136.68,16.15
18645,39,262,6,37.77,9.07
18646,938,21,9,495.31,33.29
18647,273,229,8,632.47,88.1
18648,408,114,9,366.42,85.45
18649,637,43,6,617.23,150.93
18650,588,117,8,8.52,1.98
18651,251,298,6,591.94,146.65
18652,630,84,3,477.27,99.71
18653,224,20,3,623.98,101.18
18654,394,232,6,149.68,9.98
18655,786,218,5,5.79,1.12
18656,734,241,4,733.48,80.59
18657,326,77,1,43.85,9.76
18658,929,204,9,368.13,49.96
18659,659,2,5,272.29,41.99
18660,392,216,6,240.68,12.08
18661,342,289,3,260.73,17.9
18662,588,294,8,711.01,137.91
18663,646,230,4,302.27,26.76
18664,302,174,2,130.38,24.27
18665,292,185,2,685.58,124.83
18666,594,164,7,72.92,11.94
18667,632,279,10,693.99,57.2
18668,838,278,4,705.89,57.31
18669,629,265,2,610.6,55.04
18670,527,84,8,419.08,54.36
18671,779,71,6,9.85,1.87
18672,935,9,10,317.3,75.69
18673,296,221,3,341.7,52.16
18674,271,105,5,341.16,63.32
18675,206,286,3,15.68,3.5
18676,773,42,5,436.61,46.92
18677,771,102,2,477.88,116.55
18678,889,192,6,426.94,63.35
18679,296,138,6,472.6,59.56
18680,125,74,10,179.21,19.89
18681,223,237,2,551.24,36.83
18682,615,115,4,47.61,10.58
18683,197,190,5,603.6,133.59
18684,323,107,2,726.21,76.55
18685,463,122,4,600.8,92.4
18686,808,136,6,514.34,77.22
18687,461,40,8,296.99,47.93
18688,937,253,8,684.15,78.68
18689,770,127,9,373.13,79.62
18690,489,217,1,76.86,7.79
18691,606,137,7,747.71,146.7
18692,850,242,7,246.89,14.42
18693,800,271,2,493.62,64.21
18694,49,39,4,281.9,18.23
18695,597,104,4,598.74,121.15
18696,247,20,2,319.19,34.34
18697,52,68,6,506.13,54.41
18698,553,239,9,676.18,46.68
18699,664,224,2,201.77,50.4
18700,813,166,4,13.63,1.23
18701,992,208,5,440.37,86.45
18702,918,177,7,20.34,3.07
18703,158,202,6,699.64,105.35
18704,433,264,10,732.82,151.42
18705,146,103,7,210.54,51.42
18706,140,74,6,500.05,72.24
18707,528,133,4,4.27,0.95
18708,180,281,6,208.77,50.85
18709,399,37,6,548.48,88.93
18710,680,112,1,528.02,42.72
18711,691,203,6,448.82,64.37
18712,445,247,10,468.76,92.56
18713,409,106,10,339.97,18.53
18714,379,18,5,6.42,0.44
18715,874,38,2,40.68,2.6
18716,550,68,4,220.2,30.83
18717,863,53,6,352.25,31.71
18718,57,241,10,300.75,36.96
18719,172,276,6,553.92,61.28
18720,372,113,9,736.8,107.93
18721,925,296,6,230.79,28.84
18722,634,145,7,95.36,12.86
18723,448,129,4,86.77,16.35
18724,557,9,8,734.79,123.84
18725,54,263,6,380.72,49.41
18726,816,287,4,6.18,0.38
18727,293,32,7,261.18,20.22
18728,347,20,5,17.61,4.39
18729,380,25,7,736.77,131.63
18730,622,47,8,529.24,124.72
18731,38,260,5,148.07,28.64
18732,992,112,4,379.24,52.68
18733,422,230,10,247.09,36.83
18734,995,89,4,600.9,118.79
18735,18,202,9,648.12,122.22
18736,122,188,10,140.3,26.94
18737,629,129,3,125.23,14.61
18738,362,4,2,695.97,50.59
18739,599,148,8,584.18,84.7
18740,279,175,10,170.94,30.07
18741,761,41,8,733.39,49.35
18742,954,155,6,722.18,95.54
18743,262,278,5,618.44,37.68
18744,751,194,8,658.16,39.52
18745,810,164,2,370.28,53.1
18746,117,197,5,653.12,95.55
18747,665,247,1,464.09,29.71
18748,758,91,10,440.85,97.79
18749,137,245,2,568.62,107.48
18750,23,11,2,472.52,28.52
18751,41,10,9,552.51,134.53
18752,857,56,9,238.82,57.92
18753,820,139,7,9.79,1.51
18754,615,165,6,443.66,89.55
18755,379,112,6,491.21,108.91
18756,489,37,3,624.76,98.91
18757,44,224,7,55.08,13.37
18758,826,158,5,63.16,4.65
18759,653,171,9,427.96,59.58
18760,328,243,9,217.52,11.61
18761,951,107,8,524.24,31.99
18762,300,293,4,590.51,40.97
18763,287,155,5,344.83,67.54
18764,411,63,4,353.01,38.22
18765,947,285,3,656.53,106.64
18766,972,19,7,473.77,87.84
18767,934,190,2,508.9,38.88
18768,826,170,2,233.17,24.89
18769,870,3,6,191.55,10.93
18770,711,214,5,475.04,66.96
18771,23,240,5,439.89,94.11
18772,496,1,6,291.97,55.11
18773,687,96,3,700.45,35.54
18774,572,158,4,494.99,30.01
18775,586,36,8,256,42.64
18776,865,295,9,653.81,47.81
18777,870,169,6,320.8,78
18778,773,292,6,518.25,127.56
18779,645,261,5,220.39,17.77
18780,899,49,9,531.63,64.07
18781,281,275,2,97.99,14.34
18782,535,182,3,616.44,149.88
18783,511,23,2,734.55,145.97
18784,696,255,6,722.85,121.48
18785,386,295,1,547.82,93.84
18786,288,10,8,610.21,33.11
18787,132,51,9,337.72,59.28
18788,192,197,7,31.84,4.62
18789,236,270,9,421.77,28.54
18790,46,140,6,293.05,53.9
18791,502,213,7,108.2,9.3
18792,925,211,10,153.55,27.14
18793,468,202,7,137.29,12.1
18794,422,146,6,632.37,42.3
18795,287,186,9,674.07,121.32
18796,629,255,2,630.57,141.48
18797,76,186,5,417.73,39.15
18798,76,196,9,586.4,51.41
18799,946,76,3,198.04,36.41
18800,14,265,2,245.96,15.6
18801,123,94,10,735.55,130.17
18802,289,121,8,170.67,36.85
18803,212,248,9,122.66,26.98
18804,361,80,4,606.93,77.18
18805,761,296,5,95.41,8.82
18806,311,277,5,66.34,12.96
18807,135,233,4,306.17,73.53
18808,690,190,8,153.57,32.53
18809,136,129,10,501.69,41.72
18810,206,203,4,309.03,20.11
18811,445,196,8,395.57,39.75
18812,365,13,10,441.1,97.94
18813,481,66,8,605.71,58.67
18814,385,213,3,353.61,74.72
18815,337,66,2,465.61,47.62
18816,534,60,6,36.81,3.2
18817,158,31,1,491.4,44.49
18818,996,81,8,128.07,9.88
18819,82,276,3,332.14,20.77
18820,472,180,3,654.65,152.83
18821,124,201,4,266.06,61.46
18822,872,272,9,421.14,81.45
18823,369,20,4,175.23,10.86
18824,852,227,4,149.94,29.34
18825,152,179,1,388.28,73.85
18826,255,114,3,130.53,22.3
18827,399,101,8,389.81,83.46
18828,233,84,7,513.14,58.57
18829,757,34,1,293.92,29.63
18830,785,6,6,184.87,27.16
18831,449,48,9,624.76,121.89
18832,905,104,5,436.67,55.47
18833,796,126,9,654.42,147.63
18834,699,14,10,252.31,23.87
18835,876,198,8,598.33,64.5
18836,633,53,3,674.8,37.64
18837,621,154,2,218.98,34.91
18838,329,86,5,568.2,112.11
18839,426,65,9,267.74,15.99
18840,966,10,4,674.22,71.62
18841,111,296,9,31.63,2.42
18842,505,297,6,137.62,28.59
18843,473,57,6,262.6,55
18844,333,157,4,99.71,12.54
18845,717,287,4,593.49,30.69
18846,969,210,5,3.77,0.74
18847,882,120,6,253.27,37.42
18848,323,111,10,582.29,52.46
18849,766,30,7,569.36,105.61
18850,468,177,1,704.11,69.34
18851,218,110,3,378.35,24.36
18852,193,284,9,88.82,14.12
18853,268,26,2,493.72,111.59
18854,188,257,10,387.89,84.68
18855,995,168,2,118.89,23.28
18856,737,96,5,607.25,90.65
18857,873,275,7,602.1,43.27
18858,105,249,6,716.76,157.46
18859,105,52,7,385.78,55.78
18860,440,28,3,660.73,50.43
18861,115,83,2,168.42,27.09
18862,242,139,6,729.76,175.71
18863,984,228,3,612.4,97.07
18864,222,183,2,556.63,108.73
18865,738,298,7,50.07,2.98
18866,525,159,6,237.28,14.89
18867,693,180,4,492.21,66.21
18868,739,241,4,1.02,0.2
18869,526,133,7,119.51,21.55
18870,606,249,4,383.95,72.14
18871,450,210,6,160.61,37.99
18872,219,243,3,396.32,20.81
18873,610,230,8,695.98,153.58
18874,608,288,9,479.86,101.69
18875,913,221,3,298.01,56.59
18876,205,91,6,429.09,89.05
18877,761,27,7,498.16,51.16
18878,439,177,4,564.44,101.39
18879,526,295,9,434.85,34.48
18880,695,143,2,737.89,184.22
18881,312,76,7,636,66.23
18882,443,193,3,246.56,43.98
18883,343,184,10,489.65,58.06
18884,891,143,4,252.82,27.06
18885,193,64,4,180.2,11.12
18886,558,245,9,448.79,33.87
18887,424,282,5,632.04,88.65
18888,281,54,2,122.01,23.36
18889,688,218,5,333.97,76.33
18890,132,252,9,623.26,62.7
18891,219,258,10,62.05,4.05
18892,349,233,8,357.75,25.95
18893,731,234,3,568.18,137.9
18894,469,171,9,261.34,53.2
18895,638,152,3,186.28,21.16
18896,362,78,3,319.02,67.19
18897,222,14,4,45.61,6.42
18898,110,174,1,201.42,42
18899,832,144,1,479.02,67.29
18900,617,131,9,549.5,71.34
18901,652,167,4,126.75,29.29
18902,463,102,9,155.54,15.88
18903,277,155,7,726.56,167.6
18904,399,81,10,363.98,90.01
18905,297,124,3,332.5,38.84
18906,357,24,4,293.37,24.47
18907,769,60,7,240.34,14.34
18908,410,57,5,665.8,105.32
18909,750,132,7,640.9,103.66
18910,743,122,7,32.13,2.94
18911,510,98,2,231.61,49.09
18912,971,193,4,55.08,10.83
18913,87,158,1,536.65,108.81
18914,579,187,1,68.86,13.74
18915,827,139,2,128.9,31.91
18916,67,139,10,638.99,151.12
18917,909,144,8,170.55,10.27
18918,455,228,6,421.35,90.51
18919,174,5,6,386.14,76.28
18920,105,1,7,225.95,52.73
18921,911,88,5,45.51,7.72
18922,223,262,5,234.56,34.31
18923,48,50,6,438.39,93.48
18924,47,297,10,208.16,41.89
18925,72,50,5,568.34,78.13
18926,973,183,1,332.18,63.38
18927,802,242,5,574,128.83
18928,564,214,9,55.73,3.07
18929,172,274,1,523.68,49.01
18930,214,5,3,96.34,10.22
18931,661,269,1,373.51,29.03
18932,591,160,1,114.02,6.29
18933,16,183,10,124.73,15.97
18934,522,203,3,506.63,81.55
18935,831,21,8,668.79,161.72
18936,146,187,5,749.25,150.68
18937,976,9,1,414.74,54.24
18938,647,53,2,60.59,13.23
18939,964,60,6,595.44,98.82
18940,475,155,6,94.82,16.22
18941,815,226,2,87.78,10.04
18942,58,288,10,235.14,34.54
18943,853,80,8,465.62,54.06
18944,216,135,5,58.26,10.31
18945,162,273,10,711.88,58.95
18946,234,11,8,280.57,20.41
18947,894,88,9,71.22,15.75
18948,779,293,8,653.82,159.43
18949,111,94,1,231.77,56.17
18950,169,118,4,278.57,59.04
18951,208,285,1,594.68,118.65
18952,254,188,5,356.96,25.48
18953,969,137,9,399.18,55.93
18954,469,233,3,603.19,53.83
18955,950,65,10,374.42,83.49
18956,554,63,2,627.73,71.69
18957,661,294,6,613.36,89.59
18958,350,67,2,274,61.2
18959,877,175,7,512.62,84.96
18960,304,98,3,111.31,14.61
18961,824,156,9,573.71,33.67
18962,427,267,3,357.7,69.87
18963,590,12,7,456.9,23.8
18964,953,231,4,402.17,44.04
18965,913,5,7,125.67,14.78
18966,50,40,10,95.12,7.84
18967,716,108,7,143,21.77
18968,47,99,7,137.58,16.57
18969,12,156,1,601.17,114.36
18970,41,73,8,530.67,131.8
18971,580,233,3,706.61,118.81
18972,982,90,1,52.68,10.03
18973,478,143,5,478.31,49.72
18974,536,137,2,696.37,60.79
18975,811,98,3,458.87,34.89
18976,182,24,4,382.56,40.12
18977,853,281,2,82.18,11.93
18978,775,136,10,331.64,49.74
18979,795,265,2,687.02,165.26
18980,8,183,6,594.75,59.21
18981,724,273,9,577.12,111.19
18982,498,141,7,167.8,29.1
18983,792,279,3,122.27,15.08
18984,372,18,8,584.6,144.7
18985,976,4,8,296.49,60.75
18986,830,280,1,625.18,135.27
18987,667,126,10,526.43,85.51
18988,788,83,2,237.83,50.44
18989,347,48,4,649.54,124.02
18990,171,22,7,221.37,33.67
18991,247,85,9,13.3,2.49
18992,445,106,10,158.8,22.99
18993,563,163,6,99,11.34
18994,829,31,4,531.53,81.58
18995,422,57,8,608.12,96.66
18996,431,92,9,43.74,10.9
18997,721,76,1,455.02,45.64
18998,629,165,5,646.95,139.14
18999,349,132,10,246.36,50.23
19000,922,286,10,291.11,32.22
19001,917,24,3,590.38,64.32
19002,941,25,10,365.5,86.35
19003,76,67,6,601.91,50.86
19004,877,140,3,493.22,105.38
19005,639,27,1,436.32,56
19006,271,40,5,291.9,48.01
19007,923,232,4,231.03,26.19
19008,764,37,7,107.83,21.12
19009,545,147,9,3.5,0.64
19010,117,25,5,239.2,15.85
19011,983,14,5,340.21,25.99
19012,663,51,1,589.08,146.77
19013,402,182,5,503.51,33.91
19014,964,288,3,724.14,40.73
19015,291,61,7,659.81,73.11
19016,266,156,6,656.62,111.13
19017,943,283,10,75.74,13.73
19018,828,73,8,372.29,40.39
19019,716,123,4,654.53,154.6
19020,77,228,5,281.48,52.32
19021,565,127,4,597.87,84.39
19022,218,200,5,36.19,7.6
19023,814,186,1,28.85,2.3
19024,870,202,10,626.37,44.91
19025,240,151,9,474.7,65.78
19026,732,185,5,697.31,39.36
19027,40,133,9,55.2,7.35
19028,182,263,8,343.74,62.93
19029,576,183,3,191.66,29.68
19030,373,219,6,510.73,52.35
19031,699,217,2,549.44,39.52
19032,4,240,9,293.38,19.44
19033,962,269,5,139.09,24.23
19034,515,61,6,414.51,21.78
19035,400,40,2,486.49,54.54
