idventa,idcliente,idusuario,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado
1500,397,43,Invoice,M,M999692,2021-10-30,11.39,4055.48,Processed
1501,585,1,Receipt,G,G111515,2022-06-05,8.87,2678.77,Pending
1502,163,4,Invoice,Y,Y546074,2020-10-22,11.09,2349.2,Processed
1503,116,18,Invoice,L,L326216,2023-10-23,9.42,4537.78,Cancelled
1504,301,37,Invoice,D,D942294,2023-02-08,7.44,4629.45,Cancelled
1505,291,17,Receipt,A,A233956,2021-09-15,9.21,7920.12,Cancelled
1506,143,46,Invoice,N,N390392,2020-09-30,4.95,9915,Processed
1507,439,31,Receipt,X,X492114,2023-06-03,6.66,3448.23,Pending
1508,520,11,Receipt,T,T168968,2022-03-07,4.69,3559.93,Pending
1509,110,46,Receipt,Z,Z971969,2022-02-07,3.01,4280.8,Pending
1510,304,32,Receipt,B,B190469,2020-11-13,14.02,787.65,Processed
1511,532,25,Receipt,R,R200062,2020-07-12,5.79,8342.79,Processed
1512,454,25,Invoice,X,X819671,2020-09-08,11.85,3777.93,Pending
1513,140,25,Receipt,Q,Q050803,2020-12-31,5.81,2301.3,Cancelled
1514,454,46,Receipt,Z,Z920799,2020-10-14,10.64,4384.29,Processed
1515,279,17,Receipt,G,G986912,2020-06-30,3.92,3898.01,Cancelled
1516,464,31,Receipt,N,N098309,2022-04-19,6.05,1940.03,Pending
1517,517,39,Receipt,A,A621002,2020-10-30,13.71,4148.21,Cancelled
1518,293,20,Receipt,A,A515930,2022-07-23,3.27,9848.35,Processed
1519,479,15,Invoice,K,K209527,2021-01-08,6.08,9748.1,Pending
1520,256,5,Receipt,V,V164694,2021-04-24,10.5,7286.9,Processed
1521,264,7,Invoice,G,G674168,2021-06-11,12.21,2985.61,Pending
1522,388,36,Receipt,J,J712195,2020-10-29,9.93,3262.75,Cancelled
1523,161,31,Receipt,V,V726868,2021-07-02,2.82,3527.27,Processed
1524,226,44,Receipt,P,P455620,2020-07-15,6.21,1233.39,Processed
1525,499,39,Receipt,O,O440345,2021-09-22,14.91,2820.85,Pending
1526,380,45,Receipt,I,I567315,2020-04-29,7.53,5657.59,Cancelled
1527,328,42,Receipt,N,N085300,2023-03-09,11.87,1628.48,Pending
1528,366,43,Receipt,X,X228491,2020-06-08,8.03,746.82,Pending
1529,318,47,Invoice,X,X382975,2023-11-24,13.8,2302.37,Cancelled
1530,126,47,Receipt,R,R301252,2021-05-22,5.38,9635.85,Processed
1531,407,35,Receipt,D,D176929,2020-07-01,2.55,977.26,Cancelled
1532,441,24,Invoice,T,T703119,2022-08-15,3.63,3431.33,Cancelled
1533,139,20,Invoice,N,N995126,2020-07-12,3.99,5936.51,Processed
1534,570,22,Invoice,A,A256447,2020-08-14,2.45,3715.89,Cancelled
1535,365,36,Receipt,U,U477291,2020-01-01,11.21,5097.72,Processed
1536,295,42,Invoice,U,U647571,2020-06-13,6.89,3669.27,Pending
1537,498,38,Receipt,R,R461730,2021-03-09,2.85,4906.72,Pending
1538,140,1,Invoice,O,O343878,2023-06-28,6.08,8896.89,Processed
1539,395,16,Receipt,K,K627778,2022-10-01,2.48,1213.13,Cancelled
1540,184,35,Receipt,X,X058816,2020-12-31,5.61,1055.74,Processed
1541,473,41,Invoice,Z,Z863271,2022-05-14,12.04,2856.51,Cancelled
1542,501,9,Receipt,P,P014229,2020-06-16,1.63,383.56,Pending
1543,312,45,Receipt,J,J112809,2020-12-30,10.19,2312.29,Cancelled
1544,244,37,Receipt,Y,Y539949,2021-05-30,2.23,9083.94,Processed
1545,328,44,Invoice,Z,Z944048,2022-06-01,2.67,3761.78,Cancelled
1546,502,40,Invoice,L,L773606,2022-04-29,8.85,5700.98,Processed
1547,256,3,Invoice,E,E690018,2022-08-07,2.43,1736.55,Cancelled
1548,159,34,Invoice,D,D180087,2020-02-13,6.2,4045.65,Pending
1549,519,5,Receipt,E,E129420,2020-10-15,2.5,5400.98,Pending
1550,351,41,Invoice,A,A159981,2022-06-18,12.01,3611.11,Cancelled
1551,543,27,Invoice,T,T452562,2023-08-10,10.49,7483.69,Pending
1552,182,23,Receipt,A,A589016,2023-03-14,8.43,8923.87,Cancelled
1553,443,2,Invoice,F,F536352,2021-10-10,5.77,6791.97,Processed
1554,322,23,Receipt,A,A291230,2022-06-02,8.36,626.85,Pending
1555,526,17,Receipt,Q,Q429000,2020-07-14,9.68,7869.18,Cancelled
1556,434,32,Receipt,R,R561136,2020-04-11,1.33,9864.42,Processed
1557,215,1,Invoice,M,M611254,2022-02-19,3.84,3762.22,Pending
1558,356,41,Receipt,T,T929648,2021-08-12,7.42,9548.77,Processed
1559,569,31,Receipt,P,P113535,2023-07-23,2.99,7436.85,Pending
1560,465,19,Invoice,T,T062238,2021-02-26,7.12,4760.69,Cancelled
1561,415,29,Receipt,J,J430150,2022-02-04,10.24,5263.85,Cancelled
1562,451,43,Receipt,O,O698979,2023-05-05,8.41,8866.37,Processed
1563,550,10,Invoice,Y,Y399408,2021-12-10,0.45,2080.91,Cancelled
1564,360,5,Invoice,R,R810532,2021-10-29,4.99,1090.73,Cancelled
1565,564,23,Invoice,K,K766294,2023-02-27,2.75,4024.43,Cancelled
1566,322,50,Invoice,Z,Z582782,2022-11-30,3.86,577.67,Pending
1567,371,29,Invoice,J,J104461,2021-05-22,3.44,3763.27,Pending
1568,224,14,Receipt,V,V057851,2021-01-07,0.91,4385.85,Cancelled
1569,588,29,Invoice,D,D306147,2021-09-07,14.99,9840.9,Pending
1570,343,35,Receipt,U,U612619,2022-08-12,11.57,8780.14,Processed
1571,121,27,Receipt,X,X988710,2020-02-03,4.59,6097.84,Cancelled
1572,197,34,Receipt,Z,Z497970,2021-11-21,11.25,6158.85,Cancelled
1573,536,33,Receipt,C,C291037,2023-10-17,13.85,6353.1,Pending
1574,149,23,Invoice,X,X423373,2021-09-17,5.02,1596.34,Pending
1575,466,45,Invoice,P,P277127,2021-12-16,2.93,1236.72,Pending
1576,501,47,Invoice,K,K118823,2022-03-23,10.62,5739.78,Cancelled
1577,573,45,Invoice,X,X533713,2022-04-21,11.65,4485.47,Pending
1578,553,10,Receipt,C,C335917,2022-11-17,8.21,9186.26,Pending
1579,561,17,Invoice,G,G091332,2021-12-10,5.39,7843.92,Cancelled
1580,225,43,Invoice,E,E867091,2020-10-07,8.1,1577.41,Cancelled
1581,328,45,Receipt,W,W117120,2021-06-23,9.24,556.49,Processed
1582,242,45,Receipt,D,D499778,2022-09-18,4.18,8329.21,Processed
1583,599,46,Invoice,E,E039489,2021-03-22,13.47,7192.49,Processed
1584,428,6,Receipt,K,K388387,2022-09-18,10.78,5174.12,Pending
1585,490,6,Invoice,O,O867246,2020-11-10,1.78,4243.19,Cancelled
1586,474,25,Invoice,U,U872766,2022-01-06,9.18,5710.05,Pending
1587,244,16,Receipt,Y,Y616797,2021-03-03,12.36,2962.21,Processed
1588,541,21,Invoice,P,P026094,2021-06-11,7.86,1108.29,Pending
1589,277,20,Invoice,G,G338555,2021-01-22,12.03,704.27,Processed
1590,556,8,Receipt,T,T879269,2020-04-10,1.03,5472.6,Cancelled
1591,556,39,Invoice,R,R107934,2021-05-13,2.17,6647.67,Pending
1592,499,11,Receipt,C,C108249,2022-11-03,0.88,3394.99,Processed
1593,449,4,Invoice,T,T113273,2022-09-04,3.79,6075.4,Pending
1594,505,40,Invoice,R,R397395,2020-10-17,5.35,8860.1,Cancelled
1595,592,21,Invoice,C,C730159,2023-07-02,12.84,1713.51,Cancelled
1596,533,49,Receipt,Q,Q203393,2021-02-17,7.41,1698.08,Cancelled
1597,386,18,Receipt,R,R044573,2023-11-11,10.91,1714.54,Processed
1598,362,6,Invoice,S,S676080,2022-03-09,0.65,1961.09,Cancelled
1599,526,30,Receipt,K,K722963,2020-01-25,8.14,6223.33,Cancelled
1600,598,47,Receipt,G,G318715,2021-04-11,0.77,2925.94,Processed
1601,226,22,Receipt,R,R151327,2021-12-12,3.14,3214.78,Processed
1602,508,26,Invoice,U,U891500,2022-04-04,9.03,7511.75,Cancelled
1603,172,24,Invoice,Z,Z665449,2022-09-09,7.38,9152.71,Processed
1604,584,42,Invoice,T,T478387,2023-11-14,3.65,7381.12,Cancelled
1605,439,20,Receipt,D,D015588,2023-01-05,12.96,370.94,Pending
1606,123,4,Invoice,H,H023890,2020-11-01,12.55,7666.63,Cancelled
1607,501,23,Invoice,W,W523265,2023-10-30,6.15,9529.18,Cancelled
1608,324,15,Invoice,M,M207076,2020-08-24,14.03,3753.61,Cancelled
1609,174,50,Invoice,E,E712911,2022-12-29,14.14,4556.96,Cancelled
1610,465,28,Invoice,X,X607273,2023-08-19,0.43,9859.57,Processed
1611,297,21,Receipt,X,X056699,2020-06-18,1.33,5870.63,Cancelled
1612,193,33,Receipt,C,C951224,2023-04-07,4.31,514.3,Cancelled
1613,436,19,Receipt,S,S566154,2021-12-28,7.99,759.92,Cancelled
1614,159,13,Receipt,D,D301222,2022-12-08,14.3,1563.46,Cancelled
1615,126,40,Invoice,P,P958610,2022-10-08,0.3,9254.85,Processed
1616,470,35,Invoice,A,A687822,2021-11-19,13.66,5653.56,Processed
1617,414,30,Invoice,F,F240029,2021-11-05,11.29,4760.42,Processed
1618,254,41,Receipt,K,K713263,2022-04-23,0.34,5830.4,Cancelled
1619,589,41,Receipt,S,S024091,2021-01-03,12.31,2654.63,Pending
1620,244,31,Receipt,E,E965986,2022-11-03,2.64,3342.14,Pending
1621,434,39,Invoice,O,O214083,2023-04-23,6.46,6399.86,Pending
1622,407,19,Receipt,K,K407310,2022-12-07,3.57,9817.24,Processed
1623,364,4,Receipt,M,M183515,2021-08-26,4.35,9068.53,Processed
1624,589,40,Invoice,X,X740223,2020-01-31,11.06,5099.67,Processed
1625,217,48,Receipt,X,X397388,2020-07-27,9.59,6040.62,Processed
1626,542,41,Invoice,P,P456120,2022-06-16,3.15,8691.43,Processed
1627,367,46,Invoice,Y,Y984248,2022-06-21,5.82,4893.92,Pending
1628,343,35,Receipt,A,A876938,2021-03-13,9.55,8369.3,Cancelled
1629,362,19,Receipt,A,A410241,2022-04-18,4.54,379.25,Cancelled
1630,321,17,Receipt,P,P053077,2022-03-10,4.26,5247.83,Cancelled
1631,246,20,Receipt,R,R114964,2023-09-26,10.24,7366.8,Pending
1632,439,27,Receipt,U,U548959,2023-11-19,5.48,9827.14,Pending
1633,200,41,Invoice,L,L363146,2021-07-14,4.51,3970.87,Cancelled
1634,164,36,Invoice,Y,Y364372,2020-08-14,3.94,4728.03,Pending
1635,298,2,Invoice,I,I460518,2020-08-25,8.03,862.55,Processed
1636,512,23,Invoice,N,N258551,2020-02-25,6.85,8815.42,Processed
1637,352,38,Receipt,V,V806401,2020-08-30,3.28,2447.45,Pending
1638,188,7,Invoice,W,W126558,2020-03-13,0.15,2496.83,Pending
1639,348,19,Invoice,V,V156111,2023-06-08,11.6,3732.64,Cancelled
1640,200,16,Receipt,Z,Z581429,2022-09-27,3.68,7513.31,Pending
1641,115,39,Receipt,T,T195895,2021-12-27,4.8,8624.31,Processed
1642,462,19,Receipt,Z,Z700657,2022-02-01,10.06,5352.23,Pending
1643,359,15,Receipt,Z,Z360182,2022-11-23,7.81,4161.35,Cancelled
1644,354,32,Receipt,S,S466129,2023-03-07,6.52,4233.95,Pending
1645,275,17,Receipt,F,F988113,2022-01-17,14.81,7453.1,Cancelled
1646,529,14,Invoice,W,W660980,2023-07-24,8.26,7705.55,Pending
1647,127,9,Receipt,P,P475878,2023-09-22,10.49,8518.85,Processed
1648,583,33,Receipt,L,L673297,2023-05-21,10.27,9390.62,Processed
1649,543,21,Invoice,D,D781109,2023-09-22,1.03,2712.45,Cancelled
1650,382,8,Invoice,S,S275892,2022-10-12,12.2,1801.94,Processed
1651,310,22,Receipt,T,T063983,2020-01-23,2.45,9934.82,Processed
1652,337,19,Receipt,U,U330432,2022-12-03,11.37,5846.99,Cancelled
1653,274,9,Receipt,B,B793254,2023-04-20,7.34,7441.09,Processed
1654,548,14,Receipt,S,S994742,2020-03-30,10.54,2399.14,Processed
1655,231,6,Invoice,B,B129384,2020-04-30,1.6,8577.65,Pending
1656,357,35,Receipt,M,M782918,2022-10-04,14.93,8161.83,Processed
1657,558,1,Invoice,L,L655183,2021-04-09,0.14,9768.82,Cancelled
1658,289,30,Invoice,B,B178431,2022-10-13,0.61,1507.64,Cancelled
1659,360,35,Invoice,G,G965993,2022-10-07,2.68,1190.67,Pending
1660,133,17,Invoice,O,O784437,2022-09-27,8.85,2211.3,Processed
1661,551,30,Invoice,Y,Y148053,2022-10-05,5.26,7622.06,Processed
1662,119,35,Invoice,M,M361422,2023-07-11,2.13,902.11,Processed
1663,217,22,Receipt,P,P136656,2020-12-18,10.1,795.51,Processed
1664,282,43,Receipt,B,B537530,2022-07-19,12.22,9874.13,Cancelled
1665,344,3,Receipt,W,W123056,2021-04-05,13.2,1866.57,Cancelled
1666,580,49,Receipt,Q,Q024170,2022-03-13,6.89,7731.64,Cancelled
1667,192,45,Receipt,Z,Z430570,2022-10-17,14.09,688.64,Pending
1668,553,33,Invoice,U,U078786,2021-08-26,4.84,6019.24,Processed
1669,156,37,Invoice,X,X484727,2020-12-28,13.16,1445.42,Pending
1670,490,24,Receipt,W,W493515,2020-02-15,7.89,783.7,Cancelled
1671,564,48,Invoice,N,N397315,2020-02-23,3.57,8335.01,Cancelled
1672,137,36,Invoice,L,L181988,2020-12-21,14.07,7505.15,Processed
1673,337,16,Receipt,G,G541148,2023-05-03,0.72,5410.7,Cancelled
1674,334,14,Invoice,S,S069932,2021-06-05,2.52,2429.41,Cancelled
1675,376,25,Invoice,H,H751480,2022-06-25,13.25,1250.5,Pending
1676,310,21,Receipt,D,D082615,2023-11-10,11.68,1470.47,Cancelled
1677,462,7,Receipt,M,M327365,2022-12-06,7.29,9962.5,Pending
1678,490,35,Receipt,T,T559865,2020-08-14,8.99,2226.97,Pending
1679,343,31,Receipt,D,D475827,2021-09-25,4.62,6144.57,Cancelled
1680,520,14,Receipt,L,L598757,2020-03-03,2.4,1445.33,Processed
1681,246,18,Receipt,S,S571452,2023-06-11,13.16,7595.66,Pending
1682,512,18,Receipt,R,R124617,2020-01-04,12.61,6970.82,Processed
1683,146,33,Invoice,N,N591712,2020-07-12,3.75,7685.96,Cancelled
1684,224,24,Receipt,H,H129204,2020-09-04,11.05,6768.29,Cancelled
1685,263,22,Receipt,W,W184724,2023-10-06,4.47,5113.66,Cancelled
1686,345,36,Receipt,G,G509152,2023-04-16,1.54,1242.47,Processed
1687,346,28,Receipt,V,V681716,2022-05-11,2.6,8403.66,Processed
1688,502,44,Receipt,D,D097842,2022-05-19,8.79,2880.18,Pending
1689,281,6,Receipt,U,U592946,2022-12-31,12.1,3294.14,Cancelled
1690,221,3,Invoice,N,N035673,2022-10-07,1.21,8431.67,Processed
1691,398,30,Receipt,D,D688405,2023-03-17,11.02,9072.68,Pending
1692,228,3,Invoice,V,V726014,2023-12-16,9.77,9155.4,Cancelled
1693,470,50,Invoice,M,M280762,2020-04-18,11.15,817.68,Pending
1694,122,29,Receipt,C,C722992,2022-01-08,3.99,2125.09,Pending
1695,188,45,Invoice,L,L523077,2020-02-17,14,5386.33,Cancelled
1696,481,3,Invoice,F,F396961,2021-06-04,10.06,4910.9,Processed
1697,300,36,Receipt,R,R012400,2022-09-26,7.69,6146.74,Processed
1698,417,21,Invoice,I,I318735,2022-11-01,14.51,4398.23,Pending
1699,307,38,Invoice,R,R043585,2022-02-18,13.69,8272.21,Pending
1700,133,19,Invoice,M,M761561,2021-04-07,8.14,4280.53,Processed
1701,135,39,Invoice,P,P973629,2021-01-09,2.71,7545.57,Cancelled
1702,439,36,Invoice,F,F318855,2021-04-17,9.56,4040.95,Processed
1703,125,41,Receipt,W,W441372,2022-07-19,5.71,5281.58,Cancelled
1704,440,32,Invoice,S,S652893,2020-06-17,14.95,8711.01,Cancelled
1705,577,24,Receipt,D,D901064,2022-03-09,11.14,1686.78,Processed
1706,504,15,Receipt,X,X533512,2022-01-17,13.62,3277.72,Processed
1707,523,9,Invoice,W,W893802,2023-08-26,0.8,1925.71,Processed
1708,227,38,Invoice,G,G722126,2021-10-29,7.27,2444.9,Processed
1709,132,43,Receipt,J,J478562,2021-06-05,14.97,4472.48,Cancelled
1710,294,2,Invoice,X,X523990,2021-04-10,4.26,5071.63,Cancelled
1711,369,30,Receipt,H,H662035,2020-09-16,14.86,381.49,Processed
1712,449,24,Receipt,H,H965069,2022-02-28,2.39,1115.84,Processed
1713,207,41,Invoice,G,G199255,2021-04-26,1.67,3500.93,Pending
1714,258,42,Invoice,O,O677179,2020-05-09,8.01,1846.84,Pending
1715,262,10,Receipt,Y,Y496334,2022-08-14,6.15,3082.8,Cancelled
1716,469,49,Invoice,H,H226979,2022-06-06,10.55,3112.17,Cancelled
1717,276,27,Invoice,I,I716044,2023-02-06,4.73,2839.31,Processed
1718,147,12,Invoice,V,V550646,2022-02-25,6.94,6161.29,Cancelled
1719,289,37,Receipt,U,U877229,2022-12-08,10.54,9832.44,Cancelled
1720,532,9,Receipt,Q,Q065149,2022-06-17,0.11,6339.01,Cancelled
1721,231,32,Invoice,S,S767628,2021-05-16,5.88,8623.67,Processed
1722,474,35,Invoice,F,F761890,2022-06-04,5.49,8330.38,Pending
1723,162,33,Receipt,E,E796498,2021-05-06,13.99,6786.14,Processed
1724,202,38,Invoice,J,J703953,2020-01-31,12.2,707.5,Cancelled
1725,580,29,Receipt,R,R869736,2022-05-19,12.71,594.28,Cancelled
1726,312,9,Invoice,T,T242518,2023-10-17,3.99,4762.18,Processed
1727,208,24,Receipt,Q,Q157162,2021-10-31,6.63,3364.86,Processed
1728,227,45,Invoice,L,L027749,2023-04-09,3.53,6589.84,Processed
1729,325,12,Receipt,R,R515021,2021-03-10,0.02,5691.7,Pending
1730,300,28,Receipt,I,I259310,2021-03-12,5.54,141.11,Cancelled
1731,483,43,Invoice,T,T056217,2021-04-03,1.71,9502.14,Cancelled
1732,468,46,Receipt,T,T417223,2022-12-28,8.28,1231.46,Cancelled
1733,542,8,Receipt,G,G560195,2023-11-26,2.23,317.97,Pending
1734,207,31,Receipt,Y,Y035751,2022-12-08,6.06,2443.82,Cancelled
1735,414,37,Receipt,F,F969498,2023-09-22,8.05,8295.14,Processed
1736,281,47,Invoice,B,B740321,2021-09-08,5.71,8696.55,Processed
1737,374,24,Invoice,J,J446498,2022-06-15,11.84,2807.36,Pending
1738,122,22,Invoice,T,T169435,2023-01-12,3.98,1390.83,Cancelled
1739,144,27,Invoice,N,N825929,2023-07-05,8.82,5177.16,Cancelled
1740,483,22,Receipt,A,A706155,2020-08-19,14.12,7579.05,Cancelled
1741,493,25,Invoice,P,P874786,2020-02-25,0.73,5212.22,Pending
1742,471,13,Receipt,H,H214405,2022-07-12,3.34,1746.05,Processed
1743,458,22,Receipt,W,W997664,2023-10-13,6.16,429.94,Pending
1744,466,17,Invoice,L,L854903,2021-06-07,6.42,112.52,Pending
1745,309,40,Invoice,X,X031423,2022-08-27,12.24,4938.46,Processed
1746,287,36,Receipt,V,V941708,2022-06-06,8.42,8648.44,Processed
1747,119,10,Invoice,C,C207160,2020-02-23,11.83,9546.94,Pending
1748,442,38,Invoice,F,F534979,2022-01-08,12.98,9064.16,Processed
1749,238,43,Receipt,R,R758576,2021-04-05,11.78,5612.89,Cancelled
1750,317,48,Invoice,X,X611202,2022-01-12,1.9,5398.65,Cancelled
1751,407,32,Invoice,V,V545347,2020-10-16,1.44,4500.54,Pending
1752,550,6,Receipt,Y,Y895516,2021-08-07,0.96,3811.33,Cancelled
1753,198,8,Invoice,Z,Z200625,2020-07-20,1.23,6356.33,Processed
1754,373,21,Invoice,U,U376478,2020-04-06,11.49,6411.66,Cancelled
1755,485,17,Invoice,X,X138684,2022-06-17,4.75,2391.44,Cancelled
1756,370,7,Invoice,X,X674425,2023-09-11,8.94,9102.37,Cancelled
1757,441,18,Invoice,U,U202166,2022-01-08,8.06,3788.2,Cancelled
1758,530,47,Invoice,H,H431473,2021-08-05,8.1,9195.76,Processed
1759,435,29,Invoice,W,W663401,2021-01-07,0.37,3989.01,Processed
1760,567,11,Invoice,Z,Z135528,2022-08-01,5.98,8012.32,Pending
1761,337,48,Invoice,K,K351265,2023-10-07,5.25,2107.39,Pending
1762,114,23,Invoice,G,G055959,2023-11-30,10.29,864.75,Pending
1763,428,45,Receipt,U,U790511,2022-08-07,1.81,1847.21,Cancelled
1764,270,38,Receipt,C,C533657,2022-12-25,13.74,4870.24,Pending
1765,583,41,Receipt,F,F667784,2023-11-12,1.73,6591.55,Cancelled
1766,545,16,Invoice,F,F987330,2021-12-01,13.47,7659.05,Processed
1767,245,21,Receipt,S,S214354,2022-08-21,5.48,3736.81,Processed
1768,276,46,Invoice,Q,Q589291,2020-10-13,11.69,5281.92,Processed
1769,169,26,Receipt,J,J640118,2023-02-02,2.96,6939.84,Processed
1770,276,3,Invoice,S,S942433,2021-10-18,9.98,2506.38,Cancelled
1771,471,23,Invoice,D,D179474,2021-08-24,6.58,1717.92,Processed
1772,309,38,Receipt,O,O792871,2022-12-29,6.86,6170.51,Cancelled
1773,506,27,Invoice,V,V646500,2021-09-23,12.43,4064.37,Pending
1774,444,45,Invoice,B,B860652,2021-11-19,9.37,7131.82,Cancelled
1775,467,16,Invoice,Q,Q832999,2021-01-27,7.46,6519.19,Processed
1776,396,40,Receipt,E,E266582,2021-02-28,10.36,7399.01,Processed
1777,599,49,Invoice,Z,Z835800,2020-07-06,6.87,7214.29,Cancelled
1778,377,26,Receipt,V,V168074,2021-07-14,14.85,5517.89,Processed
1779,340,40,Invoice,N,N660357,2021-12-11,1.86,8699.77,Pending
1780,120,31,Invoice,V,V927032,2021-01-29,9.26,4288.33,Cancelled
1781,448,8,Receipt,X,X161449,2021-08-05,11.64,3854.93,Cancelled
1782,564,16,Receipt,W,W132273,2020-05-13,13.34,9640.81,Pending
1783,178,8,Invoice,Y,Y289274,2022-02-15,11.4,5471.52,Processed
1784,551,45,Receipt,Z,Z510092,2023-01-24,12.67,1725.4,Pending
1785,437,28,Invoice,U,U700658,2022-05-17,10.78,6342.24,Cancelled
1786,520,8,Receipt,Y,Y815144,2021-05-24,3.47,4315.69,Cancelled
1787,563,13,Invoice,O,O293921,2022-07-18,11.68,9066.01,Pending
1788,433,20,Invoice,Y,Y096451,2020-09-25,13.97,8809.32,Processed
1789,465,43,Invoice,N,N212179,2022-07-12,12.24,1612.41,Pending
1790,361,45,Receipt,I,I467482,2022-10-20,1.59,996.13,Pending
1791,290,42,Invoice,W,W281588,2022-06-12,6.36,4296.28,Cancelled
1792,293,30,Invoice,G,G605084,2023-11-16,2.43,6834.74,Pending
1793,240,38,Invoice,K,K177212,2021-02-09,6.5,4260.69,Pending
1794,208,2,Receipt,W,W294689,2022-04-07,11.45,8036.06,Cancelled
1795,402,7,Receipt,P,P019849,2021-06-28,2.75,6779.45,Processed
1796,181,14,Receipt,Z,Z589801,2022-06-30,6.98,4214.69,Processed
1797,151,10,Invoice,M,M696921,2020-10-11,1.34,2513.37,Pending
1798,207,24,Receipt,M,M491209,2020-02-20,0.63,7207.94,Processed
1799,151,18,Receipt,W,W934533,2022-01-01,1.62,7014.76,Processed
1800,401,36,Invoice,M,M116031,2022-12-16,3.19,1157.29,Cancelled
1801,146,10,Receipt,S,S022356,2020-06-04,14.36,951.87,Processed
1802,226,22,Receipt,R,R225421,2021-07-17,9.74,4769.48,Processed
1803,568,46,Receipt,R,R600366,2020-08-05,6.23,4501.69,Processed
1804,566,27,Invoice,T,T273905,2021-05-06,4.44,9640.79,Cancelled
1805,160,15,Invoice,F,F644662,2023-09-16,14.65,574.74,Processed
1806,131,14,Receipt,P,P911331,2022-08-29,11.67,4215.41,Pending
1807,265,6,Receipt,J,J726917,2022-12-31,2.99,2124.75,Processed
1808,319,22,Receipt,J,J670666,2023-01-16,13.58,4826.31,Processed
1809,541,37,Invoice,V,V137575,2021-07-04,11.12,1350.01,Cancelled
1810,547,21,Receipt,P,P607479,2020-03-19,0.69,6583.15,Cancelled
1811,338,36,Receipt,Y,Y304101,2022-01-14,1.73,5097.1,Cancelled
1812,500,1,Receipt,P,P746317,2020-10-13,0.79,5128.5,Pending
1813,269,42,Receipt,J,J659673,2020-03-24,9.98,1766.96,Cancelled
1814,198,16,Receipt,E,E507777,2020-08-04,12.37,2287.85,Processed
1815,380,18,Receipt,D,D032560,2023-05-24,14.64,3750.16,Pending
1816,464,40,Receipt,V,V470170,2022-02-16,0.18,2614.25,Processed
1817,376,21,Invoice,X,X585141,2021-06-10,5.61,2224.87,Pending
1818,296,5,Receipt,E,E143388,2022-03-05,0.09,6206.37,Pending
1819,217,30,Receipt,C,C879657,2022-07-21,0.55,9792.11,Processed
1820,507,9,Receipt,I,I274826,2020-02-18,10.63,695.98,Pending
1821,126,42,Receipt,Y,Y406183,2022-05-07,6.27,9280.84,Processed
1822,208,14,Invoice,H,H412304,2020-09-19,7.91,6592.08,Pending
1823,560,40,Receipt,E,E268113,2020-05-10,3.39,5138.75,Cancelled
1824,559,49,Invoice,B,B093062,2021-07-25,3.06,1565.83,Pending
1825,254,32,Receipt,M,M817028,2020-10-30,13.56,2197.95,Pending
1826,326,28,Receipt,R,R885331,2023-08-16,9.94,6893.16,Pending
1827,327,5,Receipt,E,E409153,2023-02-07,2.04,6242.36,Pending
1828,235,1,Invoice,L,L718186,2023-09-24,13.6,3214.62,Processed
1829,573,48,Receipt,X,X580516,2021-01-26,3.22,4258.87,Processed
1830,564,15,Receipt,L,L997513,2023-01-14,7.66,3317.54,Pending
1831,523,25,Receipt,Q,Q071272,2021-01-17,7.97,2827.3,Pending
1832,243,43,Receipt,Y,Y155345,2021-11-14,1.11,9492.16,Cancelled
1833,158,12,Invoice,I,I991692,2022-06-28,12.87,5031.72,Pending
1834,206,10,Invoice,I,I926707,2022-12-13,12.15,8288.85,Processed
1835,549,13,Invoice,U,U410913,2020-02-22,14.86,554.52,Pending
1836,465,28,Invoice,N,N724970,2022-08-02,5.01,5578.54,Pending
1837,213,42,Receipt,N,N388187,2023-02-04,8.29,9952.13,Pending
1838,315,6,Invoice,J,J082595,2023-01-20,7.66,7300.28,Cancelled
1839,290,35,Receipt,N,N293189,2021-09-22,3.27,8071.59,Processed
1840,455,10,Receipt,G,G314576,2022-05-27,9.96,7688.46,Pending
1841,233,3,Invoice,Q,Q004462,2023-04-09,4.22,695.77,Pending
1842,412,6,Receipt,V,V928914,2021-02-13,14.82,1826.52,Cancelled
1843,242,7,Invoice,M,M172136,2022-03-29,3.05,8420.75,Cancelled
1844,217,10,Receipt,X,X770931,2021-01-30,4.19,5258.83,Processed
1845,499,1,Invoice,X,X886161,2023-08-23,11.87,6582.9,Processed
1846,504,43,Invoice,I,I585857,2021-03-26,7.41,4925.44,Processed
1847,284,26,Receipt,G,G736962,2020-01-04,12.63,1802.12,Processed
1848,414,36,Receipt,I,I591563,2020-10-29,10.22,4670.1,Pending
1849,218,13,Invoice,W,W802147,2020-06-26,2.34,6585.59,Cancelled
1850,493,38,Invoice,O,O030445,2021-10-27,8.78,7858.15,Pending
1851,294,11,Receipt,C,C491838,2021-09-07,9.74,5667.19,Pending
1852,343,50,Receipt,L,L903556,2020-11-13,6.59,4849.55,Pending
1853,317,8,Invoice,Q,Q517112,2020-03-03,14.25,8017.88,Cancelled
1854,296,41,Receipt,I,I618219,2021-11-20,8.24,6169.44,Processed
1855,447,44,Invoice,O,O394608,2020-05-15,13.35,9548.8,Pending
1856,439,24,Invoice,K,K054031,2020-12-13,13.42,3556.15,Pending
1857,522,49,Invoice,X,X244243,2020-05-01,7.95,9522.36,Pending
1858,262,24,Receipt,J,J248285,2021-09-18,8.41,9573.57,Cancelled
